source;destination;label
9891;9890;
9892;9891;
9893;8991;
9893;8739;
9894;9893;
9896;8328;
65184;9896;
9899;8468;
9903;9901;
9903;9902;
8412;9903;
8412;9904;
8412;9905;
9906;8412;
9906;9903;
9906;9904;
9907;9906;
9908;8412;
9908;9905;
9909;9907;
9909;9908;
9916;9915;
9919;9918;
9920;9919;
9922;9921;
9925;9924;
9926;9925;
9927;9926;
9930;9929;
9934;9933;
9935;9934;
9938;9937;
9941;9940;
9953;9952;
9962;9961;
9966;9655;
9972;9971;
9973;9972;
9974;9973;
9976;9975;
8413;9974;
8413;9976;
9977;8413;
9977;9974;
9978;9977;
9979;9978;
9981;9980;
9982;9981;
9983;9982;
9984;9983;
9985;9979;
9985;9984;
9987;9986;
9988;9987;
9989;9988;
9990;9989;
9991;9990;
9992;9991;
9993;9980;
9994;9993;
9995;9994;
9997;9996;
8414;9995;
8414;9997;
9998;8414;
9998;9995;
9999;9998;
10000;9999;
10004;10001;
10004;10002;
10004;10003;
10007;10004;
10007;10005;
10007;10006;
10008;10007;
10009;10008;
10010;10009;
10011;9971;
10012;10011;
10013;10012;
10014;10013;
10015;10014;
10016;9992;
10016;10000;
10016;10010;
10016;10015;
10018;10017;
10019;10018;
10023;10022;
10024;10023;
10025;10024;
10026;10025;
10027;10026;
10028;10027;
10029;10028;
10030;10029;
10033;10032;
10036;10035;
10038;10037;
10039;10030;
10039;10031;
10039;10033;
10039;10034;
10039;10036;
10039;10038;
10040;10024;
10041;10039;
10041;10040;
10043;10042;
10047;10046;
10048;10047;
10049;10048;
8415;10049;
10050;10049;
10050;8415;
10051;10050;
10053;10052;
8416;10051;
8416;10053;
10055;10054;
10056;10055;
10058;10057;
10060;10059;
10061;10057;
10062;10061;
10064;10063;
10065;10064;
10066;10065;
10067;10066;
10068;10067;
10070;10067;
10073;8333;
10074;8333;
10075;8333;
10076;10074;
10076;10075;
10080;8417;
10086;65642;
10091;10090;
10092;10091;
10093;10092;
10094;10093;
10095;10094;
10097;10096;
10101;10100;
10102;10101;
10109;10108;
10110;10109;
10111;10110;
10112;10111;
10113;10112;
10114;10113;
64656;65630;
64656;65631;
65632;64656;
65636;64661;
65636;10123;
64663;64661;
64663;10123;
65637;65636;
65637;64663;
65638;10116;
65638;65632;
65638;65633;
65638;65637;
65638;64665;
65635;65634;
65639;65635;
65639;10131;
65640;65639;
65641;10115;
65641;65638;
65641;65640;
10138;10137;
10139;10138;
10140;10139;
10142;10141;
10143;10142;
10144;10143;
10145;10144;
10147;10146;
10148;10147;
10149;10145;
10149;10148;
8418;10150;
10151;8418;
8419;10151;
8419;10152;
10153;10151;
10153;8419;
10154;9506;
10155;10154;
10156;10153;
10156;10155;
10159;10158;
10160;10159;
10162;10161;
10163;10162;
10164;10160;
10164;10163;
10166;10092;
10168;8652;
65270;8335;
65270;65268;
65278;65277;
65280;65279;
65282;65281;
65284;65283;
10194;10193;
10196;10195;
65288;10194;
65288;10196;
65290;65289;
65292;65291;
65293;10202;
65294;65290;
65294;65292;
65294;65293;
65295;10206;
10214;10212;
10214;10213;
65139;65295;
65139;64453;
65139;64452;
65139;10210;
65139;10211;
65139;10214;
65139;10215;
65139;10216;
65139;10217;
65139;10218;
65139;10205;
65296;65139;
65296;65295;
65296;64453;
65296;64452;
65296;10210;
65296;10211;
65296;10214;
65296;10215;
65296;10216;
65296;10217;
65296;10218;
10221;10220;
10223;10221;
10223;10222;
10225;65759;
10226;10225;
10227;10226;
10228;10227;
10229;10223;
10229;10228;
10232;10231;
10235;10232;
10235;10233;
10235;10234;
65298;10229;
65298;65297;
65298;10235;
65299;10229;
65299;65297;
65299;10235;
65302;65301;
10243;10241;
10243;10242;
65753;10243;
64462;65753;
65303;65302;
65303;64462;
65304;65300;
65304;65303;
10249;10248;
65305;10249;
65306;10251;
65307;10251;
10255;10254;
10256;10255;
65308;65306;
65308;65307;
65308;10256;
10259;10258;
65309;10259;
10263;10262;
10264;10263;
65310;64470;
65310;10264;
65311;10251;
65312;65305;
65312;65308;
65312;65309;
65312;65310;
65312;65311;
65313;65312;
65325;8421;
10271;8421;
10272;8421;
65202;8375;
10280;10279;
10282;10281;
10283;8422;
10284;10283;
10285;10284;
10286;10285;
10287;8422;
10288;10286;
10288;10287;
10289;10288;
10290;10289;
10291;10290;
10292;10291;
10293;10292;
10294;10293;
10295;10294;
10296;10295;
10297;10296;
10298;10297;
65650;10300;
64681;65650;
64681;10273;
65649;65648;
10306;65649;
10307;10306;
10308;10307;
10310;10309;
10313;10312;
10314;10313;
10319;10318;
10321;10319;
10321;10320;
10323;10321;
10323;10322;
10324;10323;
10326;10325;
10327;10321;
10327;10322;
10328;10326;
10328;10327;
10329;10324;
10329;10328;
10331;10330;
10332;10331;
10333;10332;
10334;10329;
10334;10333;
10335;10334;
10336;10335;
10337;10336;
10339;10338;
10340;10339;
10341;10340;
10342;10341;
10343;10337;
10343;10342;
10347;10346;
10349;10348;
10350;10349;
10351;10347;
10351;10350;
10352;10351;
10356;10354;
10356;10355;
10358;10357;
10359;8699;
8423;10361;
8423;10362;
10363;10361;
10363;8423;
10363;10362;
8344;10360;
8344;10363;
10364;8344;
10365;8344;
10366;8344;
10366;10363;
10367;10361;
10367;8423;
10367;10362;
10370;10367;
10370;10368;
10370;10369;
10371;10366;
10371;10370;
10372;10365;
10372;10371;
10373;10364;
10373;10372;
10374;10365;
10374;10371;
10376;10375;
10377;10376;
10379;10378;
10380;8358;
10382;10381;
10383;10382;
10384;10382;
10385;10384;
10386;10383;
10386;10385;
10387;10366;
10387;10370;
10388;10367;
10388;10368;
10388;10369;
10393;10391;
10393;10392;
10395;10394;
10396;10393;
10396;10395;
8424;10388;
8424;10389;
